Price,Carat,Clarity,Color,Cut,Table,Length,Width,Depth,DepthPercentage
499,0.3,SI1,F,Ideal,55.1,4.29,4.32,2.67,62
499,0.33,VVS2,J,Very Good,56,4.44,4.45,2.76,62.1
499,0.23,VVS2,D,Very Good,61,3.99,4.03,2.39,59.6
499,0.3,SI1,F,Ideal,53.9,4.28,4.31,2.68,62.3
500,0.3,SI1,F,Good,57,4.21,4.26,2.69,63.5
500,0.23,VVS2,H,Premium,61,4.04,4,2.38,59.2
500,0.3,SI1,F,Very Good,57,4.25,4.27,2.68,62.9
500,0.31,VS2,F,Very Good,54,4.34,4.39,2.71,62.1
500,0.3,SI1,F,Good,57,4.24,4.27,2.7,63.5
501,0.33,SI1,E,Ideal,57,4.49,4.53,2.69,59.6
501,0.34,VS1,I,Ideal,54,4.49,4.51,2.79,62
502,0.31,VS2,H,Ideal,53.8,4.33,4.37,2.7,62.1
502,0.31,VS1,I,Ideal,53.9,4.35,4.38,2.7,61.9
502,0.31,VS1,I,Ideal,54,4.39,4.46,2.7,61.3
504,0.28,VVS1,H,Very Good,58,4.17,4.22,2.58,61.5
504,0.35,SI1,H,Good,54,4.51,4.53,2.86,63.3
504,0.32,VS2,J,Ideal,56,4.4,4.37,2.76,62.9
504,0.35,SI1,H,Premium,58,4.47,4.54,2.81,62.4
504,0.29,VS1,E,Very Good,56,4.35,4.37,2.57,58.9
504,0.3,SI1,H,Very Good,63,4.37,4.32,2.55,58.7
504,0.27,VVS2,H,Very Good,55,4.12,4.16,2.59,62.5
504,0.29,VS2,F,Ideal,56,4.28,4.32,2.65,61.6
504,0.35,SI1,H,Good,57,4.48,4.51,2.84,63.2
505,0.32,VS1,I,Very Good,60,4.44,4.46,2.66,59.8
505,0.36,SI1,H,Ideal,57,4.54,4.58,2.84,62.3
505,0.32,VS1,I,Ideal,56,4.44,4.46,2.71,60.9
505,0.36,SI1,I,Ideal,55,4.6,4.64,2.83,61.3
505,0.36,SI2,G,Ideal,54,4.59,4.66,2.84,61.4
505,0.32,VS2,H,Very Good,55,4.38,4.41,2.76,62.8
505,0.32,VS1,I,Premium,58,4.35,4.39,2.68,61.3
505,0.23,VVS2,F,Very Good,61,3.93,3.95,2.38,60.4
505,0.23,VVS2,E,Good,60,3.9,3.94,2.44,62.2
505,0.36,SI2,G,Ideal,54,4.57,4.61,2.86,62.3
505,0.32,VS1,I,Ideal,54,4.36,4.39,2.73,62.4
505,0.32,VS2,H,Premium,60,4.39,4.41,2.7,61.4
505,0.23,VVS2,E,Very Good,60,3.93,3.99,2.4,60.6
505,0.23,VVS2,E,Very Good,61,4.01,4.04,2.39,59.4
505,0.32,VS2,H,Premium,59,4.39,4.43,2.67,60.5
505,0.32,VS2,H,Ideal,57,4.36,4.38,2.72,62.2
506,0.3,VS1,J,Premium,58,4.3,4.26,2.67,62.4
506,0.3,SI1,I,Premium,58,4.33,4.3,2.65,61.4
506,0.3,SI2,F,Premium,58,4.33,4.28,2.64,61.3
506,0.3,VS1,J,Premium,58,4.32,4.27,2.69,62.6
506,0.3,SI1,I,Very Good,59,4.3,4.23,2.7,63.3
506,0.3,SI1,I,Very Good,57,4.25,4.23,2.69,63.4
506,0.3,SI2,F,Very Good,56,4.29,4.26,2.71,63.4
507,0.31,VS2,H,Ideal,56,4.38,4.42,2.7,61.4
507,0.31,VS2,H,Ideal,55,4.36,4.38,2.71,62
507,0.34,SI1,G,Very Good,59,4.46,4.56,2.74,60.8
507,0.31,VS2,G,Good,58,4.28,4.3,2.71,63.2
507,0.31,SI1,E,Very Good,58,4.29,4.31,2.71,63
507,0.34,SI1,G,Ideal,57,4.53,4.56,2.78,61.2
507,0.31,VS2,H,Ideal,56,4.35,4.37,2.67,61.2
507,0.31,VS1,I,Ideal,56,4.38,4.39,2.71,61.8
507,0.31,SI1,E,Very Good,58,4.34,4.38,2.67,61.2
507,0.31,VS1,I,Ideal,53,4.33,4.36,2.71,62.4
508,0.3,SI1,D,Ideal,54,4.32,4.34,2.7,62.4
509,0.27,VS2,G,Premium,59,4.13,4.11,2.57,62.4
509,0.27,VS2,H,Ideal,57,4.19,4.17,2.53,60.5
511,0.31,VVS1,I,Ideal,54,4.34,4.39,2.71,62.1
511,0.29,VVS2,H,Ideal,56,4.29,4.33,2.66,61.7
512,0.35,SI2,I,Premium,58,4.56,4.53,2.77,60.9
513,0.23,VS2,E,Premium,60,3.92,3.9,2.44,62.4
514,0.28,VVS2,H,Ideal,56,4.22,4.26,2.61,61.6
514,0.28,VS1,D,Very Good,56,4.15,4.18,2.6,62.4
515,0.31,VS2,H,Ideal,59,4.36,4.4,2.68,61.2
515,0.3,VS2,G,Good,64,4.42,4.37,2.57,58.5
515,0.3,VVS2,I,Ideal,56,4.29,4.32,2.67,62
516,0.31,SI1,F,Good,57,4.28,4.31,2.71,63.1
516,0.32,SI1,E,Ideal,54,4.42,4.45,2.73,61.6
516,0.31,SI1,F,Ideal,56,4.32,4.35,2.7,62.3
516,0.31,SI1,E,Ideal,53,4.36,4.4,2.71,61.9
516,0.31,SI1,F,Good,55,4.28,4.34,2.72,63.1
516,0.31,SI1,F,Good,56,4.3,4.33,2.74,63.5
517,0.32,SI2,H,Very Good,56,4.37,4.34,2.75,63.1
518,0.27,VS1,F,Very Good,56,4.14,4.18,2.6,62.5
518,0.3,VS1,I,Ideal,54,4.24,4.29,2.67,62.6
518,0.36,SI2,E,Premium,61,4.63,4.57,2.83,61.5
520,0.36,SI1,F,Ideal,57,4.53,4.56,2.85,62.7
521,0.33,VS2,H,Ideal,57,4.45,4.48,2.71,60.7
521,0.33,VS2,H,Ideal,57,4.46,4.5,2.72,60.7
521,0.33,VS2,H,Very Good,59,4.4,4.44,2.74,62
521,0.32,IF,J,Ideal,57,4.42,4.46,2.71,61
521,0.31,SI1,H,Good,54,4.31,4.29,2.75,64
522,0.28,VVS2,H,Very Good,55,4.21,4.23,2.62,62
522,0.35,SI2,D,Ideal,55,4.53,4.54,2.83,62.4
522,0.28,VVS2,H,Very Good,54,4.16,4.19,2.61,62.7
522,0.35,SI1,G,Ideal,56,4.54,4.56,2.79,61.3
522,0.28,VVS2,G,Very Good,55,4.21,4.24,2.59,61.4
522,0.28,VVS2,H,Ideal,57,4.21,4.24,2.62,62
522,0.35,SI2,D,Good,55,4.45,4.49,2.83,63.3
522,0.28,VVS2,G,Very Good,56,4.25,4.27,2.6,61.1
523,0.31,SI2,G,Ideal,56,4.38,4.34,2.69,61.7
523,0.31,SI2,G,Very Good,55,4.33,4.31,2.73,63.2
523,0.32,VS2,H,Ideal,56,4.46,4.49,2.72,60.8
523,0.31,SI2,G,Premium,59,4.37,4.35,2.63,60.3
523,0.31,SI1,I,Premium,59,4.32,4.29,2.68,62.3
523,0.32,VS1,I,Ideal,57,4.43,4.47,2.71,60.9
523,0.35,SI1,H,Ideal,56,4.56,4.58,2.81,61.5
523,0.31,SI1,I,Premium,59,4.37,4.35,2.68,61.5
523,0.36,VS2,I,Ideal,55,4.6,4.63,2.85,61.8
524,0.3,SI1,D,Ideal,57,4.25,4.28,2.65,62.1
524,0.3,VS1,G,Ideal,55,4.32,4.38,2.67,61.4
524,0.32,VS1,H,Premium,59,4.37,4.39,2.7,61.6
524,0.3,VS2,F,Very Good,55,4.28,4.29,2.7,63
524,0.32,SI1,E,Good,56,4.34,4.38,2.77,63.5
524,0.3,SI1,D,Ideal,53,4.33,4.35,2.69,62
524,0.3,SI1,D,Ideal,55,4.32,4.34,2.68,61.9
525,0.36,VVS2,J,Ideal,55,4.61,4.63,2.85,61.7
525,0.25,VVS1,H,Ideal,56,4.1,4.11,2.47,60.2
525,0.25,VVS1,G,Very Good,56,4.04,4.07,2.49,61.4
525,0.25,VVS1,G,Very Good,57,4.04,4.07,2.5,61.8
525,0.38,SI1,J,Ideal,54,4.66,4.7,2.9,62
525,0.25,VVS2,G,Ideal,56,4.06,4.08,2.5,61.5
525,0.28,VVS1,H,Very Good,54,4.2,4.23,2.65,62.9
526,0.24,VVS2,E,Ideal,58,3.96,4.01,2.46,61.7
526,0.24,VVS2,F,Ideal,59,4.01,4.03,2.48,61.7
526,0.3,SI1,E,Very Good,56,4.35,4.37,2.64,60.6
526,0.3,SI1,E,Premium,60,4.36,4.38,2.62,60
526,0.24,VVS2,F,Ideal,55,3.99,4.02,2.5,62.4
526,0.3,SI1,E,Premium,60,4.27,4.31,2.63,61.3
526,0.35,SI1,J,Very Good,56,4.53,4.5,2.86,63.3
526,0.3,VS1,H,Good,56,4.25,4.29,2.7,63.2
526,0.3,VS1,H,Very Good,61,4.27,4.31,2.59,60.4
526,0.3,VVS2,I,Premium,60,4.3,4.36,2.64,61
526,0.3,VS1,H,Ideal,57,4.28,4.3,2.67,62.2
526,0.3,SI1,E,Very Good,57,4.27,4.32,2.7,62.9
526,0.3,VS2,G,Very Good,60,4.3,4.34,2.62,60.6
526,0.3,SI1,E,Good,55,4.25,4.28,2.72,63.8
526,0.3,VS2,G,Good,56,4.25,4.28,2.69,63.1
526,0.3,SI1,E,Good,53,4.27,4.32,2.71,63.1
526,0.3,VS1,H,Ideal,56,4.24,4.27,2.66,62.5
526,0.3,SI1,E,Very Good,58,4.27,4.33,2.66,61.9
526,0.3,VS2,G,Very Good,56,4.27,4.3,2.7,63
527,0.35,VS2,I,Very Good,54,4.5,4.53,2.82,62.6
529,0.33,IF,J,Very Good,54,4.47,4.53,2.74,60.9
529,0.3,VVS2,I,Ideal,56,4.31,4.33,2.67,61.8
529,0.28,SI1,E,Premium,58,4.26,4.22,2.55,60.3
530,0.23,VVS2,E,Very Good,59,4.03,4.08,2.41,59.4
530,0.23,VVS1,E,Very Good,60,3.95,4.01,2.43,61.1
530,0.23,VVS2,E,Very Good,56,4.03,4.07,2.43,60
530,0.23,VVS2,E,Ideal,57,3.92,3.99,2.47,62.5
530,0.23,VVS1,D,Very Good,58,3.94,3.96,2.47,62.5
530,0.23,VVS2,F,Ideal,57,3.93,3.96,2.44,61.9
530,0.23,VVS2,D,Very Good,58,3.91,3.94,2.43,61.9
530,0.23,VVS2,D,Very Good,58,3.93,3.97,2.42,61.3
530,0.23,VVS2,E,Very Good,58,3.93,3.98,2.42,61.2
530,0.23,VVS1,E,Very Good,59,3.97,4.03,2.4,60
530,0.23,VVS2,D,Very Good,58,3.92,3.95,2.46,62.5
531,0.23,VVS1,G,Premium,59,3.96,3.94,2.42,61.3
531,0.31,VS2,G,Good,54,4.24,4.29,2.75,64.4
532,0.37,SI1,I,Ideal,60,4.6,4.62,2.8,60.7
532,0.26,VVS1,E,Very Good,55,4.12,4.16,2.54,61.4
532,0.3,VVS2,I,Ideal,53.7,4.29,4.32,2.68,62.3
532,0.32,SI1,E,Ideal,55,4.4,4.44,2.72,61.5
533,0.32,IF,J,Ideal,55,4.4,4.44,2.75,62.2
533,0.32,SI1,F,Good,55,4.37,4.4,2.77,63.2
533,0.32,SI1,F,Very Good,55,4.39,4.44,2.75,62.3
534,0.33,SI2,H,Very Good,57,4.39,4.36,2.78,63.5
535,0.25,VS2,E,Ideal,57,4.02,4.06,2.5,62.1
536,0.23,VVS1,G,Ideal,58,3.93,3.96,2.44,61.9
536,0.33,SI1,F,Good,62,4.4,4.45,2.74,61.8
536,0.24,VS1,F,Ideal,56,3.99,3.94,2.46,62
536,0.23,IF,G,Ideal,55,3.93,3.96,2.48,62.8
537,0.31,SI1,D,Premium,59,4.49,4.44,2.61,58.5
537,0.34,VS2,H,Ideal,57,4.46,4.48,2.76,61.7
537,0.34,VS2,H,Premium,60,4.47,4.53,2.76,61.3
537,0.34,VS2,H,Ideal,54,4.45,4.5,2.8,62.6
537,0.34,VS2,H,Premium,59,4.55,4.61,2.7,59
537,0.34,VS2,H,Very Good,56,4.46,4.49,2.77,61.9
538,0.36,SI1,H,Ideal,54,4.56,4.62,2.83,61.7
539,0.33,VS2,H,Ideal,55,4.49,4.52,2.75,61
539,0.3,VS1,H,Ideal,55.1,4.29,4.32,2.68,62.3
539,0.33,VS2,H,Ideal,56,4.5,4.54,2.76,61.1
539,0.41,SI2,I,Premium,59,4.76,4.79,2.94,61.6
540,0.3,SI1,H,Ideal,57,4.31,4.28,2.7,62.9
540,0.33,SI1,E,Very Good,59,4.54,4.59,2.7,59.1
540,0.32,SI2,G,Ideal,55,4.4,4.37,2.74,62.5
540,0.32,VS1,J,Premium,58,4.39,4.33,2.7,61.9
540,0.32,SI1,I,Premium,61,4.4,4.36,2.7,61.6
540,0.4,SI2,H,Ideal,55,4.7,4.72,2.95,62.6
540,0.34,SI1,G,Ideal,54,4.48,4.51,2.78,61.8
540,0.3,SI2,E,Premium,61,4.33,4.29,2.66,61.7
540,0.34,SI1,G,Ideal,55,4.5,4.52,2.79,61.9
540,0.3,SI2,E,Very Good,55,4.3,4.27,2.72,63.5
540,0.33,VS2,G,Very Good,61,4.43,4.47,2.73,61.3
540,0.24,VVS2,F,Ideal,59,4,4.05,2.47,61.4
540,0.32,VS1,J,Ideal,57,4.43,4.41,2.71,61.3
540,0.3,SI1,H,Premium,61,4.3,4.25,2.6,60.8
540,0.3,SI1,H,Premium,58,4.33,4.29,2.64,61.3
540,0.32,SI2,F,Good,55,4.35,4.34,2.77,63.8
540,0.33,VS1,H,Very Good,62,4.49,4.52,2.66,59
541,0.29,VVS2,G,Very Good,56,4.24,4.28,2.63,61.6
541,0.3,VS1,H,Very Good,55,4.32,4.37,2.69,61.9
542,0.31,SI1,E,Ideal,53.9,4.32,4.35,2.68,61.8
544,0.31,VS1,H,Good,55,4.29,4.32,2.74,63.6
544,0.27,VVS1,F,Very Good,59,4.19,4.22,2.51,59.7
544,0.31,SI1,E,Good,57,4.3,4.35,2.73,63.1
544,0.31,VS2,G,Ideal,57,4.34,4.36,2.69,61.8
544,0.31,SI1,E,Good,59,4.28,4.33,2.72,63.2
544,0.31,SI1,E,Premium,60,4.36,4.42,2.6,59.2
544,0.31,VS2,G,Very Good,60,4.37,4.41,2.59,59
544,0.31,VVS2,I,Ideal,57,4.35,4.39,2.69,61.6
544,0.31,SI1,E,Very Good,56,4.37,4.4,2.73,62.3
544,0.31,SI1,E,Good,55,4.33,4.36,2.75,63.3
544,0.31,SI1,E,Very Good,58,4.29,4.33,2.71,62.9
544,0.31,VS1,H,Very Good,61,4.31,4.34,2.66,61.5
544,0.31,SI1,E,Good,55,4.31,4.35,2.74,63.3
544,0.31,VS2,G,Ideal,54,4.39,4.41,2.71,61.6
544,0.27,VVS1,E,Very Good,58,4.21,4.22,2.53,60
544,0.31,SI1,E,Very Good,59,4.26,4.31,2.7,63
544,0.31,VS2,G,Good,56,4.31,4.37,2.74,63.1
544,0.31,VS2,G,Ideal,55,4.35,4.37,2.69,61.7
544,0.32,VVS1,J,Very Good,60,4.42,4.49,2.68,60.2
544,0.31,SI1,E,Good,59,4.24,4.31,2.7,63.2
544,0.31,VS2,G,Ideal,57,4.45,4.48,2.64,59.1
544,0.28,VVS2,E,Very Good,56,4.22,4.3,2.63,62
544,0.31,SI1,E,Good,55,4.33,4.36,2.74,63.1
544,0.31,VS1,H,Ideal,54,4.3,4.37,2.69,62.1
544,0.31,VS1,H,Very Good,56,4.37,4.39,2.69,61.4
544,0.31,VS1,H,Very Good,61,4.33,4.36,2.67,61.4
544,0.31,VS2,G,Ideal,57,4.33,4.36,2.68,61.7
544,0.31,VS2,G,Premium,60,4.31,4.34,2.66,61.5
544,0.31,VS2,G,Premium,59,4.38,4.4,2.63,59.9
544,0.31,VVS2,I,Premium,58,4.3,4.33,2.68,62.1
544,0.31,VS1,H,Very Good,61,4.32,4.36,2.68,61.8
544,0.31,SI1,E,Good,57,4.28,4.3,2.73,63.6
545,0.26,VVS2,G,Ideal,56,4.12,4.15,2.56,62
545,0.35,VS2,H,Very Good,62,4.57,4.63,2.75,59.8
545,0.3,SI1,G,Ideal,55,4.28,4.3,2.66,62
545,0.26,IF,H,Ideal,57,4.13,4.16,2.53,61.2
545,0.3,VS2,G,Ideal,58,4.27,4.3,2.64,61.6
547,0.26,IF,E,Very Good,63,4.19,4.23,2.47,58.7
547,0.26,VVS1,E,Very Good,61,4.01,4.06,2.54,62.9
547,0.24,VVS2,F,Very Good,55,4.07,4.08,2.48,60.9
548,0.25,VVS2,D,Very Good,57,4.02,4.07,2.51,62.1
548,0.25,VVS2,E,Very Good,57,4.08,4.12,2.53,61.7
548,0.25,VVS2,E,Very Good,59,3.98,4,2.52,63.2
548,0.31,SI1,D,Ideal,56,4.32,4.35,2.7,62.3
548,0.29,SI1,E,Premium,60,4.34,4.32,2.53,58.4
548,0.25,VVS2,D,Very Good,59,4.03,4.05,2.47,61.1
548,0.25,VVS2,E,Very Good,61,3.98,4.03,2.49,62.2
548,0.25,VVS1,E,Very Good,57,3.98,4.01,2.5,62.6
549,0.23,VVS2,D,Very Good,60,4.03,3.95,2.35,58.9
549,0.38,VS2,I,Very Good,56,4.65,4.58,2.88,62.4
550,0.33,SI1,F,Very Good,61,4.44,4.47,2.67,59.9
550,0.32,SI1,D,Good,55,4.35,4.36,2.78,63.8
550,0.3,SI1,F,Ideal,55,4.34,4.38,2.66,60.9
550,0.3,SI1,F,Ideal,55,4.31,4.34,2.65,61.4
551,0.36,SI1,F,Ideal,57,4.57,4.6,2.8,61.1
552,0.3,VVS1,I,Very Good,60,4.32,4.34,2.62,60.5
552,0.3,SI1,D,Ideal,56,4.3,4.33,2.63,61
552,0.3,SI1,D,Ideal,56,4.3,4.34,2.68,62
552,0.3,SI1,D,Ideal,56,4.35,4.37,2.66,61
552,0.3,SI1,D,Good,55,4.28,4.31,2.71,63.1
552,0.24,VVS1,E,Very Good,59,3.97,4,2.5,62.7
552,0.24,VVS2,E,Very Good,58,4.03,4.06,2.44,60.3
552,0.3,SI1,D,Premium,58,4.27,4.31,2.68,62.5
552,0.24,VVS2,F,Very Good,58,3.97,4.01,2.48,62.2
552,0.35,VS2,H,Very Good,56,4.54,4.58,2.82,61.8
552,0.3,SI1,D,Premium,58,4.28,4.32,2.68,62.3
552,0.24,VVS1,F,Very Good,59,4.05,4.08,2.4,59
552,0.37,SI1,H,Ideal,56,4.6,4.61,2.86,62.1
552,0.35,VS1,I,Ideal,57,4.54,4.59,2.78,60.9
552,0.24,VVS2,F,Ideal,54,4,4.09,2.49,61.6
552,0.3,SI1,D,Ideal,54,4.34,4.35,2.65,61
552,0.3,SI1,D,Ideal,56,4.25,4.3,2.66,62.2
552,0.3,SI1,D,Premium,60,4.23,4.26,2.65,62.4
552,0.24,VVS2,F,Ideal,56,3.98,4.03,2.43,60.7
552,0.3,SI1,D,Good,56,4.26,4.29,2.71,63.4
552,0.24,VVS2,E,Very Good,56,3.92,3.97,2.49,63.1
552,0.3,VVS1,I,Premium,59,4.31,4.33,2.64,61.1
552,0.3,SI1,D,Premium,60,4.26,4.29,2.65,62
552,0.3,SI1,D,Premium,58,4.29,4.32,2.65,61.6
552,0.3,SI1,D,Very Good,59,4.26,4.28,2.67,62.5
552,0.3,SI1,D,Ideal,56,4.3,4.34,2.66,61.6
552,0.3,SI1,D,Very Good,60,4.3,4.32,2.61,60.6
552,0.24,VVS2,E,Very Good,59,3.97,4.01,2.51,62.9
552,0.3,SI1,D,Very Good,56,4.24,4.29,2.67,62.6
552,0.3,SI1,D,Good,57,4.27,4.29,2.73,63.8
552,0.35,VS2,H,Good,57,4.48,4.53,2.87,63.7
552,0.24,VVS1,E,Very Good,59,3.99,4.02,2.49,62.2
552,0.24,VVS2,E,Very Good,59,4.04,4.09,2.38,58.5
552,0.24,VVS1,F,Very Good,58,4.07,4.1,2.41,59
552,0.24,VVS2,F,Very Good,58,3.95,3.98,2.49,62.8
552,0.24,VVS1,E,Very Good,59,3.96,4.01,2.49,62.5
552,0.3,SI1,D,Ideal,57,4.28,4.32,2.65,61.6
553,0.28,VVS2,G,Ideal,56,4.19,4.22,2.58,61.4
553,0.24,VVS1,D,Very Good,60,3.97,4,2.45,61.5
554,0.24,VVS1,H,Premium,58,4.01,3.96,2.44,61.2
554,0.26,VVS1,E,Very Good,59,4.06,4.09,2.55,62.6
554,0.32,SI1,I,Ideal,57,4.47,4.42,2.7,60.7
554,0.24,VVS2,H,Premium,58,4.07,4.04,2.46,60.7
555,0.43,I1,E,Very Good,62,4.94,5,2.9,58.4
555,0.29,VS1,E,Very Good,55,4.28,4.33,2.66,61.9
555,0.29,VS1,F,Ideal,56,4.26,4.31,2.64,61.6
556,0.26,VS1,E,Ideal,56,4.09,4.12,2.55,62.1
556,0.32,VS2,F,Very Good,58,4.37,4.42,2.7,61.4
557,0.33,SI2,G,Premium,58,4.42,4.4,2.76,62.6
557,0.33,SI2,F,Premium,58,4.42,4.4,2.78,63
557,0.33,SI1,I,Good,53,4.43,4.4,2.81,63.6
557,0.31,VVS1,I,Ideal,54,4.37,4.4,2.73,62.3
557,0.31,VVS1,I,Ideal,53,4.33,4.35,2.72,62.7
557,0.33,VS1,J,Premium,58,4.41,4.38,2.76,62.8
558,0.31,SI1,H,Premium,59,4.39,4.36,2.7,61.7
558,0.25,VS1,E,Premium,59,4.13,4.11,2.5,60.7
558,0.31,SI1,H,Ideal,56,4.31,4.27,2.7,62.9
558,0.31,SI1,H,Premium,61,4.39,4.33,2.66,61
558,0.32,SI1,D,Ideal,55,4.41,4.46,2.72,61.3
558,0.31,SI1,H,Premium,60,4.47,4.43,2.61,58.7
558,0.31,SI2,E,Premium,60,4.38,4.35,2.66,60.9
558,0.31,SI2,E,Premium,61,4.37,4.36,2.67,61.2
558,0.31,VS2,I,Premium,60,4.42,4.37,2.67,60.8
559,0.31,VS2,G,Very Good,56,4.33,4.37,2.72,62.6
559,0.24,IF,G,Ideal,57,3.99,4.02,2.46,61.6
559,0.24,IF,G,Ideal,56,3.99,4.01,2.47,61.7
560,0.25,VVS1,E,Very Good,56,4.06,4.08,2.5,61.5
561,0.32,VVS2,I,Ideal,54,4.37,4.41,2.75,62.6
561,0.32,SI1,E,Very Good,60,4.42,4.47,2.67,60.1
561,0.32,VS1,H,Ideal,55,4.4,4.42,2.73,61.9
561,0.32,VS2,G,Ideal,56,4.38,4.42,2.75,62.5
561,0.32,VS2,G,Ideal,57,4.38,4.42,2.72,61.8
561,0.32,SI1,E,Very Good,56,4.39,4.41,2.71,61.6
561,0.32,VVS2,I,Premium,59,4.35,4.38,2.7,61.9
561,0.32,VS1,H,Very Good,55,4.4,4.42,2.78,63
561,0.32,SI1,E,Good,56,4.35,4.38,2.76,63.2
561,0.32,VS1,H,Ideal,55,4.41,4.43,2.71,61.3
561,0.32,VS2,G,Premium,58,4.41,4.42,2.67,60.5
561,0.32,VS2,G,Good,54,4.36,4.39,2.77,63.3
561,0.32,VVS2,I,Very Good,57,4.33,4.37,2.74,63
561,0.32,VS2,G,Ideal,57,4.4,4.41,2.71,61.5
561,0.32,VS2,G,Premium,60,4.36,4.39,2.69,61.5
561,0.32,VS1,H,Very Good,59,4.41,4.42,2.67,60.5
561,0.32,VS2,G,Premium,60,4.32,4.38,2.72,62.5
561,0.32,VS2,G,Premium,59,4.42,4.46,2.71,61
561,0.32,VS2,G,Very Good,59,4.37,4.41,2.72,62
561,0.32,VS2,G,Premium,58,4.36,4.38,2.73,62.5
561,0.32,VS2,E,Very Good,58,4.4,4.42,2.67,60.5
561,0.32,VVS2,I,Ideal,56,4.4,4.42,2.71,61.5
561,0.32,VS1,H,Ideal,56,4.44,4.49,2.69,60.2
561,0.32,VS1,H,Premium,60,4.33,4.38,2.67,61.3
561,0.32,VS2,G,Very Good,58,4.31,4.35,2.72,62.8
561,0.32,VS2,G,Premium,58,4.42,4.45,2.71,61.1
562,0.31,VS1,H,Ideal,55,4.36,4.38,2.68,61.3
562,0.31,VS2,G,Ideal,54,4.38,4.4,2.73,62.2
562,0.26,VVS1,F,Very Good,58,4.13,4.16,2.54,61.3
563,0.29,VVS1,F,Very Good,56,4.26,4.3,2.63,61.5
563,0.25,VS1,D,Fair,55,4.09,4.11,2.51,61.2
564,0.26,VVS2,E,Very Good,61,4.16,4.19,2.46,58.9
564,0.32,VS2,G,Very Good,58,4.42,4.45,2.7,60.9
565,0.31,VVS2,G,Ideal,55,4.32,4.36,2.7,62.2
565,0.31,SI1,D,Ideal,56,4.36,4.41,2.69,61.3
565,0.41,VS2,J,Good,59,4.64,4.71,2.99,64
566,0.27,IF,G,Very Good,57,4.2,4.22,2.56,60.8
566,0.27,VVS1,G,Very Good,56,4.21,4.25,2.57,61
566,0.34,SI1,F,Very Good,56,4.42,4.46,2.79,62.8
566,0.27,VVS1,G,Very Good,55,4.12,4.15,2.6,62.9
567,0.27,VVS2,E,Very Good,61,4.24,4.27,2.54,59.7
567,0.3,VS1,I,Very Good,63,4.29,4.26,2.64,61.8
567,0.27,VVS2,E,Very Good,64,4.16,4.19,2.48,59.4
567,0.31,VS2,D,Good,56,4.26,4.32,2.73,63.6
567,0.32,VVS2,I,Ideal,54.5,4.38,4.42,2.74,62.2
567,0.33,SI1,D,Ideal,56,4.44,4.47,2.76,62
567,0.27,IF,F,Very Good,61,4.23,4.26,2.52,59.4
568,0.3,VS2,D,Good,58,4.26,4.3,2.7,63.1
568,0.36,VS2,H,Ideal,55,4.57,4.58,2.84,62.1
568,0.38,SI2,F,Ideal,55,4.67,4.69,2.9,62
568,0.3,VS2,D,Very Good,57,4.32,4.34,2.64,61
568,0.3,VS2,F,Ideal,57,4.27,4.3,2.66,62.1
568,0.36,VS1,I,Ideal,56,4.55,4.59,2.84,62.1
568,0.36,VS2,H,Good,54,4.55,4.59,2.9,63.5
568,0.36,VS1,I,Premium,59,4.53,4.6,2.83,62
568,0.36,VS1,I,Ideal,57,4.56,4.59,2.77,60.5
569,0.26,VVS2,E,Very Good,55,4.1,4.16,2.5,60.5
569,0.3,VS2,F,Ideal,58,4.26,4.23,2.64,62.3
569,0.35,IF,J,Ideal,55,4.54,4.56,2.81,61.8
570,0.3,VS1,F,Ideal,56,4.35,4.37,2.66,61
570,0.3,VS1,F,Ideal,57,4.29,4.34,2.7,62.6
571,0.31,SI1,D,Ideal,56,4.32,4.37,2.64,60.8
571,0.31,SI1,D,Ideal,53,4.33,4.35,2.71,62.4
571,0.35,VS2,H,Ideal,56,4.54,4.55,2.78,61.2
571,0.31,SI1,D,Ideal,56,4.36,4.38,2.67,61.1
571,0.31,SI1,D,Ideal,55,4.37,4.49,2.71,61.2
571,0.31,SI1,D,Good,55,4.28,4.3,2.72,63.4
571,0.36,VVS2,I,Very Good,55,4.65,4.69,2.79,59.7
571,0.31,SI1,D,Very Good,56,4.37,4.4,2.64,60.2
571,0.31,SI1,D,Ideal,54,4.33,4.37,2.71,62.3
571,0.31,SI1,D,Ideal,57,4.33,4.36,2.69,61.9
572,0.24,VS1,F,Ideal,54,3.99,4.02,2.51,62.7
572,0.28,VVS2,E,Very Good,54,4.11,4.17,2.65,64
572,0.33,SI1,I,Premium,58,4.43,4.39,2.77,62.8
572,0.33,SI1,I,Premium,58,4.5,4.46,2.75,61.4
573,0.31,SI1,H,Premium,60,4.4,4.33,2.64,60.5
573,0.3,VS2,F,Ideal,56,4.3,4.33,2.66,61.6
573,0.31,SI1,H,Ideal,56,4.38,4.33,2.73,62.7
573,0.3,VS2,F,Ideal,58,4.28,4.31,2.65,61.7
573,0.33,VS1,I,Ideal,55,4.44,4.47,2.75,61.7
573,0.3,VS2,F,Ideal,55,4.3,4.34,2.69,62.3
574,0.3,SI2,D,Ideal,55,4.35,4.32,2.65,61.1
574,0.3,SI1,G,Premium,57,4.37,4.32,2.6,59.8
574,0.31,VS2,G,Ideal,56,4.34,4.37,2.67,61.4
574,0.34,SI2,F,Premium,58,4.58,4.55,2.74,60
575,0.32,VVS1,I,Ideal,56,4.42,4.44,2.72,61.4
